rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1516,2000,energy,zhou jian,46.0,china,shenzhen,solar energy equipment,energy,china,True,d,m,1976-07-01 00:00:00,zhou,jian,2023-04-04 05:01:00,1976.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1516,2000,healthcare,zhu yiwen & family,59.0,china,shanghai,healthcare,healthcare,china,True,u,m,1964-01-01 00:00:00,zhu,yiwen,2023-04-04 05:01:00,1964.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,diversified,roberto angelini rossi,74.0,chile,santiago,"forestry, mining",diversified,chile,False,u,m,1948-07-30 00:00:00,angelini rossi,roberto,2023-04-04 05:01:00,1948.0,7.0,30.0,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
1575,1900,energy,mika anttonen,56.0,finland,helsinki,oil & gas,energy,finland,True,u,m,1966-12-18 00:00:00,anttonen,mika,2023-04-04 05:01:00,1966.0,12.0,18.0,112.33,1.0,268761201365,88.2,100.2,81.7,20.8,36.6,5520314.0,61.92411,25.748151
1575,1900,sports,david blitzer,53.0,united states,new york,sports,sports,united states,True,n,m,1969-09-07 00:00:00,blitzer,david,2023-04-04 05:01:00,1969.0,9.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,finance & investments,julio bozano,87.0,brazil,rio de janeiro,banking,finance & investments,brazil,True,d,m,1936-02-01 00:00:00,bozano,julio,2023-04-04 05:01:00,1936.0,2.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1575,1900,energy,nikolai buinov,55.0,russia,irkutsk,"oil, gas",energy,russia,True,u,m,1967-07-09 00:00:00,buinov,nikolai,2023-04-04 05:01:00,1967.0,7.0,9.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
1575,1900,fashion & retail,nicola bulgari,82.0,italy,rome,luxury goods,fashion & retail,italy,False,e,m,1941-01-16 00:00:00,bulgari,nicola,2023-04-04 05:01:00,1941.0,1.0,16.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1575,1900,fashion & retail,"howard butt, iii. & family",71.0,united states,san antonio,supermarkets,fashion & retail,united states,False,n,m,1952-04-04 00:00:00,butt,howard,2023-04-04 05:01:00,1952.0,4.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,fashion & retail,jianxing che,56.0,china,shanghai,furniture retailing,fashion & retail,china,True,d,m,1966-07-18 00:00:00,che,jianxing,2023-04-04 05:01:00,1966.0,7.0,18.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,manufacturing,huxiong chen,52.0,china,shanghai,stationery,manufacturing,china,True,d,m,1970-07-01 00:00:00,chen,huxiong,2023-04-04 05:01:00,1970.0,7.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,technology,chen zhisong,57.0,china,xiamen,communication equipment,technology,china,True,d,m,1966-01-07 00:00:00,chen,zhisong,2023-04-04 05:01:00,1966.0,1.0,7.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,diversified,prathip chiravanond,74.0,thailand,bangkok,diversified,diversified,thailand,False,r,m,1948-10-21 00:00:00,chiravanond,prathip,2023-04-04 05:01:00,1948.0,10.0,21.0,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
1575,1900,food & beverage,alexandra daitch,60.0,united states,old lyme,cargill,food & beverage,united states,False,d,f,1963-01-01 00:00:00,daitch,alexandra,2023-04-04 05:01:00,1963.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,food & beverage,sol daurella,57.0,spain,madrid,coca-cola bottler,food & beverage,spain,False,u,f,1966-01-01 00:00:00,daurella,sol,2023-04-04 05:01:00,1966.0,1.0,1.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1575,1900,sports,mark davis,67.0,united states,henderson,las vegas raiders,sports,united states,False,n,m,1955-05-18 00:00:00,davis,mark,2023-04-04 05:01:00,1955.0,5.0,18.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,finance & investments,james dinan,63.0,united states,north salem,hedge funds,finance & investments,united states,True,e,m,1959-05-22 00:00:00,dinan,james,2023-04-04 05:01:00,1959.0,5.0,22.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,diversified,bulent eczacibasi,73.0,turkey,istanbul,"pharmaceuticals, diversified",diversified,turkey,False,u,m,1949-12-25 00:00:00,eczacibasi,bulent,2023-04-04 05:01:00,1949.0,12.0,25.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,diversified,faruk eczacibasi,68.0,turkey,istanbul,"pharmaceuticals, diversified",diversified,turkey,False,u,m,1954-06-15 00:00:00,eczacibasi,faruk,2023-04-04 05:01:00,1954.0,6.0,15.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,diversified,eduardo eurnekian,90.0,argentina,buenos aires,"airports, investments",diversified,argentina,True,u,m,1932-12-04 00:00:00,eurnekian,eduardo,2023-04-04 05:01:00,1932.0,12.0,4.0,232.75,53.5,449663446954,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672
1575,1900,real estate,david fong,65.0,hong kong,hong kong,real estate,real estate,hong kong,False,n,m,1957-05-29 00:00:00,fong,david,2023-04-04 05:01:00,1957.0,5.0,29.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1575,1900,fashion & retail,guo zhenyu & family,59.0,china,kunming,cosmetics,fashion & retail,canada,True,d,m,1963-11-01 00:00:00,guo,zhenyu,2023-04-04 05:01:00,1963.0,11.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,manufacturing,surjit kumar gupta,81.0,india,delhi,electrical equipment,manufacturing,india,False,u,m,1942-01-13 00:00:00,gupta,surjit kumar,2023-04-04 05:01:00,1942.0,1.0,13.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,diversified,caroline hagen kjos,39.0,switzerland,wollerau,conglomerate,diversified,norway,False,d,f,1984-01-01 00:00:00,hagen kjos,caroline,2023-04-04 05:01:00,1984.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1575,1900,finance & investments,roberto hernandez ramirez,81.0,mexico,mexico city,"banking, investments",finance & investments,mexico,True,e,m,1942-03-24 00:00:00,hernandez ramirez,roberto,2023-04-04 05:01:00,1942.0,3.0,24.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1575,1900,technology,reid hoffman,55.0,united states,palo alto,linkedin,technology,united states,True,d,m,1967-08-05 00:00:00,hoffman,reid,2023-04-04 05:01:00,1967.0,8.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,manufacturing,hu rongda & family,64.0,china,jinhua,chemicals,manufacturing,china,True,u,m,1959-01-01 00:00:00,hu,rongda,2023-04-04 05:01:00,1959.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,real estate,"b. wayne hughes, jr.",63.0,united states,jackson,storage facilities,real estate,united states,False,d,m,1959-05-27 00:00:00,hughes,b. wayne,2023-04-04 05:01:00,1959.0,5.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,real estate,hui wing mau,72.0,hong kong,hong kong,real estate,real estate,hong kong,True,d,m,1950-07-01 00:00:00,hui,wing mau,2023-04-04 05:01:00,1950.0,7.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1575,1900,finance & investments,scott kapnick,64.0,united states,naples,private equity,finance & investments,united states,True,u,m,1959-02-09 00:00:00,kapnick,scott,2023-04-04 05:01:00,1959.0,2.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,finance & investments,richard kayne,77.0,united states,santa monica,investments,finance & investments,united states,True,u,m,1946-01-01 00:00:00,kayne,richard,2023-04-04 05:01:00,1946.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,finance & investments,dominika kulczyk,45.0,united kingdom,london,diversified,finance & investments,poland,False,u,f,1977-07-30 00:00:00,kulczyk,dominika,2023-04-04 05:01:00,1977.0,7.0,30.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,finance & investments,edward lampert,60.0,united states,miami beach,sears,finance & investments,united states,True,u,m,1962-07-19 00:00:00,lampert,edward,2023-04-04 05:01:00,1962.0,7.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,food & beverage,james leprino,85.0,united states,indian hills,cheese,food & beverage,united states,False,d,m,1937-11-22 00:00:00,leprino,james,2023-04-04 05:01:00,1937.0,11.0,22.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,real estate,david lichtenstein,61.0,united states,monsey,real estate,real estate,united states,True,e,m,1961-11-21 00:00:00,lichtenstein,david,2023-04-04 05:01:00,1961.0,11.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,real estate,lin dingqiang & family,56.0,china,beijing,real estate,real estate,hong kong,True,e,m,1966-10-01 00:00:00,lin,dingqiang,2023-04-04 05:01:00,1966.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,food & beverage,sarah macmillan,69.0,united states,los angeles,cargill,food & beverage,united states,False,d,f,1954-01-01 00:00:00,macmillan,sarah,2023-04-04 05:01:00,1954.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,telecom,strive masiyiwa,62.0,united kingdom,london,telecom,telecom,zimbabwe,True,d,m,1961-01-29 00:00:00,masiyiwa,strive,2023-04-04 05:01:00,1961.0,1.0,29.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,fashion & retail,robert miller,89.0,hong kong,hong kong,retail,fashion & retail,united kingdom,True,d,m,1933-05-23 00:00:00,miller,robert,2023-04-04 05:01:00,1933.0,5.0,23.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1575,1900,technology,simon nixon,55.0,united kingdom,"st. brelade, jersey",price comparison website,technology,united kingdom,True,u,m,1967-08-01 00:00:00,nixon,simon,2023-04-04 05:01:00,1967.0,8.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1575,1900,food & beverage,kentaro ogawa,74.0,japan,tokyo,restaurants,food & beverage,japan,True,u,m,1948-07-01 00:00:00,ogawa,kentaro,2023-04-04 05:01:00,1948.0,7.0,1.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1575,1900,manufacturing,ajay parekh,65.0,india,mumbai,adhesives,manufacturing,india,False,d,m,1957-06-23 00:00:00,parekh,ajay,2023-04-04 05:01:00,1957.0,6.0,23.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,manufacturing,narendrakumar parekh,84.0,india,mumbai,adhesives,manufacturing,india,False,d,m,1938-04-17 00:00:00,parekh,narendrakumar,2023-04-04 05:01:00,1938.0,4.0,17.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,finance & investments,jennifer pritzker,72.0,united states,chicago,"hotels, investments",finance & investments,united states,False,d,f,1950-08-13 00:00:00,pritzker,jennifer,2023-04-04 05:01:00,1950.0,8.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,fashion & retail,g. rajendran,80.0,india,chennai,jewellery,fashion & retail,india,True,u,m,1942-10-05 00:00:00,rajendran,g.,2023-04-04 05:01:00,1942.0,10.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,manufacturing,ren jianhua,66.0,china,hangzhou,kitchen appliances,manufacturing,china,True,d,m,1956-08-01 00:00:00,ren,jianhua,2023-04-04 05:01:00,1956.0,8.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,finance & investments,larry robbins,53.0,united states,alpine,hedge funds,finance & investments,united states,True,e,m,1969-10-21 00:00:00,robbins,larry,2023-04-04 05:01:00,1969.0,10.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,construction & engineering,dwight schar,81.0,united states,palm beach,"homebuilding, nfl team",construction & engineering,united states,True,e,m,1942-02-08 00:00:00,schar,dwight,2023-04-04 05:01:00,1942.0,2.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,manufacturing,qinxiang shao,68.0,china,hangzhou,diversified,manufacturing,china,True,u,m,1954-09-01 00:00:00,shao,qinxiang,2023-04-04 05:01:00,1954.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,technology,hua shen,60.0,china,jiaxing,semiconductors,technology,united states,True,d,m,1963-01-01 00:00:00,shen,hua,2023-04-04 05:01:00,1963.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,manufacturing,shi wen-long,95.0,taiwan,tainan,plastics,manufacturing,taiwan,True,d,m,1928-02-01 00:00:00,shi,wen-long,2023-04-04 05:01:00,1928.0,2.0,1.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
1575,1900,finance & investments,peter sondakh,73.0,indonesia,surabaya,investments,finance & investments,indonesia,True,d,m,1950-02-26 00:00:00,sondakh,peter,2023-04-04 05:01:00,1950.0,2.0,26.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,food & beverage,lucy stitzer,63.0,united states,greenwich,cargill,food & beverage,united states,False,d,f,1960-01-01 00:00:00,stitzer,lucy,2023-04-04 05:01:00,1960.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,diversified,elizabeth sy,70.0,philippines,manila,diversified,diversified,philippines,False,d,f,1952-06-01 00:00:00,sy,elizabeth,2023-04-04 05:01:00,1952.0,6.0,1.0,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017
1575,1900,manufacturing,hermanto tanoko,60.0,indonesia,surabaya,paints,manufacturing,indonesia,False,split family fortune,m,1962-09-17 00:00:00,tanoko,hermanto,2023-04-04 05:01:00,1962.0,9.0,17.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
1575,1900,construction & engineering,mehmet sinan tara,64.0,turkey,istanbul,construction,construction & engineering,turkey,False,u,m,1958-05-24 00:00:00,tara,mehmet sinan,2023-04-04 05:01:00,1958.0,5.0,24.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1575,1900,fashion & retail,masateru uno & family,76.0,japan,fukuoka,drugstores,fashion & retail,japan,True,d,m,1947-02-06 00:00:00,uno,masateru,2023-04-04 05:01:00,1947.0,2.0,6.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1575,1900,energy,vardis vardinoyannis & family,90.0,greece,athens,oil and gas,energy,greece,True,u,m,1933-01-01 00:00:00,vardinoyannis & family,vardis,2023-04-04 05:01:00,1933.0,1.0,1.0,101.87,0.2,209852761469,136.6,99.6,81.3,26.2,51.9,10716322.0,39.074208,21.824312
1575,1900,real estate,jitendra virwani,57.0,india,bangalore,real estate,real estate,india,False,d,m,1966-02-18 00:00:00,virwani,jitendra,2023-04-04 05:01:00,1966.0,2.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1575,1900,real estate,wang chaobin,67.0,china,zhengzhou,real estate,real estate,china,True,e,m,1956-01-01 00:00:00,wang,chaobin,2023-04-04 05:01:00,1956.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,fashion & retail,wang ren-sheng,91.0,china,zhengzhou,retail,fashion & retail,taiwan,True,d,m,1931-12-01 00:00:00,wang,ren-sheng,2023-04-04 05:01:00,1931.0,12.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,food & beverage,charlotte colket weber,80.0,united states,hobe sound,campbell soup,food & beverage,united states,False,u,f,1942-11-19 00:00:00,weber,charlotte colket,2023-04-04 05:01:00,1942.0,11.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1575,1900,healthcare,xie juhua & family,72.0,china,nanjing,pharmaceuticals,healthcare,china,False,d,f,1951-01-01 00:00:00,xie,juhua,2023-04-04 05:01:00,1951.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,manufacturing,chuanhua xu & family,88.0,china,hangzhou,"chemicals, logistics",manufacturing,china,True,d,m,1935-01-01 00:00:00,xu,chuanhua,2023-04-04 05:01:00,1935.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,diversified,zhang hongwei,68.0,china,beijing,"oil, banking",diversified,china,True,d,m,1954-12-26 00:00:00,zhang,hongwei,2023-04-04 05:01:00,1954.0,12.0,26.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1575,1900,manufacturing,anita zucker,71.0,united states,charleston,chemicals,manufacturing,united states,False,u,f,1952-01-19 00:00:00,zucker,anita,2023-04-04 05:01:00,1952.0,1.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,cameron adams,43.0,australia,sydney,software,technology,australia,True,d,m,1979-12-26 00:00:00,adams,cameron,2023-04-04 05:01:00,1979.0,12.0,26.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1647,1800,diversified,faisal bin qassim al thani,75.0,qatar,doha,"hotels, diversified",diversified,qatar,True,d,m,1948-01-01 00:00:00,al thani,faisal bin qassim,2023-04-04 05:01:00,1948.0,1.0,1.0,115.38,-0.7,183466208791,17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
1647,1800,sports,leslie alexander,79.0,united states,houston,sports team,sports,united states,True,e,m,1943-06-30 00:00:00,alexander,leslie,2023-04-04 05:01:00,1943.0,6.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,real estate,masaaki arai,57.0,japan,tokyo,home sales,real estate,japan,True,d,m,1965-10-29 00:00:00,arai,masaaki,2023-04-04 05:01:00,1965.0,10.0,29.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
1647,1800,fashion & retail,sabrina benetton,49.0,italy,treviso,"fashion retail, investments",fashion & retail,italy,False,u,f,1973-10-04 00:00:00,benetton,sabrina,2023-04-04 05:01:00,1973.0,10.0,4.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1647,1800,technology,sanjeev bikhchandani,59.0,india,delhi,internet,technology,india,True,d,m,1963-06-29 00:00:00,bikhchandani,sanjeev,2023-04-04 05:01:00,1963.0,6.0,29.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,finance & investments,o. francis biondi,58.0,united states,new york,hedge funds,finance & investments,united states,True,e,m,1964-07-04 00:00:00,biondi,o. francis,2023-04-04 05:01:00,1964.0,7.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,energy,alejandro bulgheroni,78.0,uruguay,manantiales,oil & gas,energy,argentina,False,d,m,1944-11-01 00:00:00,bulgheroni,alejandro,2023-04-04 05:01:00,1944.0,11.0,1.0,202.92,7.9,56045912952,63.1,108.5,77.8,20.1,41.8,3461734.0,-32.522779,-55.765835
1647,1800,food & beverage,r.g. chandramogan,74.0,india,chennai,dairy,food & beverage,india,True,d,m,1949-03-01 00:00:00,chandramogan,r.g.,2023-04-04 05:01:00,1949.0,3.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,diversified,binod chaudhary,67.0,nepal,kathmandu,diversified,diversified,nepal,False,u,m,1955-04-14 00:00:00,chaudhary,binod,2023-04-04 05:01:00,1955.0,4.0,14.0,188.73,5.6,30641380604,12.4,142.1,70.5,20.7,41.8,28608710.0,28.394857,84.124008
1647,1800,technology,parker conrad,42.0,united states,san francisco,software,technology,united states,True,n,m,1980-04-13 00:00:00,conrad,parker,2023-04-04 05:01:00,1980.0,4.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,technology,tim cook,62.0,united states,cupertino,apple,technology,united states,True,d,m,1960-11-01 00:00:00,cook,tim,2023-04-04 05:01:00,1960.0,11.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,finance & investments,mark coombs,62.0,united kingdom,london,finance,finance & investments,united kingdom,True,e,m,1961-01-01 00:00:00,coombs,mark,2023-04-04 05:01:00,1961.0,1.0,1.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1647,1800,media & entertainment,john de mol,68.0,netherlands,blaricum,tv programs,media & entertainment,netherlands,True,e,m,1955-03-24 00:00:00,de mol,john,2023-04-04 05:01:00,1955.0,3.0,24.0,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1647,1800,construction & engineering,d. leopoldo del pino,60.0,spain,madrid,construction,construction & engineering,spain,False,d,m,1962-07-30 00:00:00,del pino,d. leopoldo,2023-04-04 05:01:00,1962.0,7.0,30.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
1647,1800,technology,diao zhizhong,59.0,china,beijing,software,technology,china,True,u,m,1963-11-06 00:00:00,diao,zhizhong,2023-04-04 05:01:00,1963.0,11.0,6.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,healthcare,robert duggan,78.0,united states,clearwater,pharmaceuticals,healthcare,united states,True,d,m,1944-04-28 00:00:00,duggan,robert,2023-04-04 05:01:00,1944.0,4.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,sports,james france,78.0,united states,daytona beach,"nascar, racing",sports,united states,False,e,m,1944-10-24 00:00:00,france,james,2023-04-04 05:01:00,1944.0,10.0,24.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,healthcare,phillip frost,86.0,united states,miami beach,pharmaceuticals,healthcare,united states,True,d,m,1936-11-11 00:00:00,frost,phillip,2023-04-04 05:01:00,1936.0,11.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,finance & investments,jayme garfinkel & family,77.0,brazil,sao paulo,insurance,finance & investments,brazil,False,u,m,1945-11-30 00:00:00,garfinkel,jayme,2023-04-04 05:01:00,1945.0,11.0,30.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1647,1800,food & beverage,christopher goldsbury,80.0,united states,san antonio,salsa,food & beverage,united states,False,e,m,1943-01-01 00:00:00,goldsbury,christopher,2023-04-04 05:01:00,1943.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,healthcare,yusuf hamied,86.0,india,mumbai,pharmaceuticals,healthcare,india,False,d,m,1936-07-26 00:00:00,hamied,yusuf,2023-04-04 05:01:00,1936.0,7.0,26.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1647,1800,finance & investments,brian higgins,58.0,united states,new york,hedge funds,finance & investments,united states,True,e,m,1965-02-08 00:00:00,higgins,brian,2023-04-04 05:01:00,1965.0,2.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1647,1800,real estate,wei huang,63.0,china,hangzhou,real estate,real estate,china,True,u,m,1959-09-30 00:00:00,huang,wei,2023-04-04 05:01:00,1959.0,9.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,automotive,yintai jiang & family,72.0,china,shanghai,auto parts,automotive,china,True,u,m,1950-07-30 00:00:00,jiang,yintai,2023-04-04 05:01:00,1950.0,7.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1647,1800,healthcare,lei jin,57.0,china,changchun,pharmaceuticals,healthcare,china,True,u,m,1965-08-01 00:00:00,jin,lei,2023-04-04 05:01:00,1965.0,8.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
